Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH,,,,,,,,
-0.4,0,0,0,0,0,0,,,,,,,,
-0.38,0,0,0,0,0,0,,,0.02915,,,,,
-0.36,0,0,0,0,0,0,,,,,,,,
-0.34,0,0,0,0,0,0,,Ess_Yaw,Mp,Ts,Ess_Pitch,,Pert,
-0.32,0,0,0,0,0,0,,Gráfico,0.012,4.08,0.007,0.007,,
-0.3,0,0,0,0,0,0,,20,20,20,4,4,20,88
-0.28,0,0,0,0,0,0,,,,,,,,
-0.26,0,0,0,0,0,0,,,,,,,,
-0.24,0,0,0,0,0,0,,,,,,,,
-0.22,0,0,0,0,0,0,,,,,,,,
-0.2,0,0,0,0,0,0,,,,,,,,
-0.18,0,0,0,0,0,0,,,,,,,,
-0.16,0,0,0,0,0,0,,,,,,,,
-0.14,0,0,0,0,0,0,,,,,,,,
-0.12,0,0,0,0,0,0,,,,,,,,
-0.1,0,0,0,0,0,0,,,,,,,,
-0.08,0,0,0,0,0,0,,,,,,,,
-0.06,0,0,0,0,0,0,,,,,,,,
-0.04,0,0,0,0,0,0,,,,,,,,
-0.02,0,0,0,0,0,0,,,,,,,,
0,1.554,22,0,0,0,-0.583,,,,,,,,
0.02,1.551,22,0,0,0,-0.583,,,,,,,,
0.04,3.361,22,0.026,0,0.002,-0.583,,,,,,,,
0.06,6.089,22,0.067,0,0.003,-0.583,,,,,,,,
0.08,7.362,22,0.085,0,0.005,-0.583,,,,,,,,
0.1,7.722,22,0.089,0,0.007,-0.583,,,,,,,,
0.12,7.799,22,0.089,0,0.009,-0.583,,,,,,,,
0.14,9.667,22,0.114,0,0.012,-0.583,,,,,,,,
0.16,10.67,22,0.128,0,0.014,-0.583,,,,,,,,
0.18,9.319,22,0.105,0,0.016,-0.583,,,,,,,,
0.2,8.517,22,0.091,0,0.017,-0.583,,,,,,,,
0.22,8.345,22,0.087,0,0.019,-0.583,,,,,,,,
0.24,6.885,22,0.086,0.106,0.021,-0.576,,,,,,,,
0.26,2.714,22,0.087,0.4,0.023,-0.56,,,,,,,,
0.28,1.137,22,0.087,0.517,0.024,-0.555,,,,,,,,
0.3,2.851,22,0.087,0.406,0.026,-0.548,,,,,,,,
0.32,4.062,22,0.087,0.329,0.028,-0.543,,,,,,,,
0.34,1.936,22,0.061,0.357,0.028,-0.532,,,,,,,,
0.36,-0.416,22,0.047,0.462,0.03,-0.522,,,,,,,,
0.38,-1.06,22,0.043,0.488,0.03,-0.513,,,,,,,,
0.4,-1.349,22,0.043,0.513,0.031,-0.501,,,,,,,,
0.42,-2.637,20.369,0.043,0.602,0.031,-0.487,,,,,,,,
0.44,-3.565,17.578,0.044,0.673,0.033,-0.473,,,,,,,,
0.46,-3.567,17.088,0.044,0.672,0.033,-0.461,,,,,,,,
0.48,-3.332,16.813,0.044,0.661,0.035,-0.447,,,,,,,,
0.5,-0.685,18.553,0.07,0.603,0.037,-0.438,,,,,,,,
0.52,-3.005,14.063,0.058,0.705,0.037,-0.415,,,,,,,,
0.54,-5.27,9.856,0.047,0.821,0.038,-0.403,,,,,,,,
0.56,-4.709,10.836,0.044,0.763,0.038,-0.388,,,,,,,,
0.58,-5.131,8.977,0.043,0.795,0.04,-0.37,,,,,,,,
0.6,-3.698,7.626,0.07,0.82,0.042,-0.354,,,,,,,,
0.62,-4.637,6.326,0.058,0.829,0.042,-0.337,,,,,,,,
0.64,-5.627,4.489,0.047,0.857,0.044,-0.319,,,,,,,,
0.66,-6.102,3.092,0.044,0.87,0.044,-0.302,,,,,,,,
0.68,-5.725,2.999,0.043,0.847,0.045,-0.286,,,,,,,,
0.7,-5.147,3.418,0.043,0.807,0.045,-0.271,,,,,,,,
0.72,-6.984,2.006,0.017,0.814,0.045,-0.253,,,,,,,,
0.74,-6.255,0.957,0.029,0.824,0.047,-0.237,,,,,,,,
0.76,-4.904,1.782,0.04,0.776,0.047,-0.223,,,,,,,,
0.78,-5.991,1.583,0.017,0.748,0.047,-0.208,,,,,,,,
0.8,-4.965,1.182,0.03,0.74,0.049,-0.194,,,,,,,,
0.82,-3.947,1.303,0.04,0.714,0.049,-0.18,,,,,,,,
0.84,-4.86,1.682,0.017,0.674,0.049,-0.168,,,,,,,,
0.86,-5.125,2.257,0.004,0.63,0.049,-0.155,,,,,,,,
0.88,-4.759,3.024,-0.001,0.586,0.049,-0.145,,,,,,,,
0.9,-4.149,3.803,-0.001,0.542,0.049,-0.134,,,,,,,,
0.92,-2.067,3.989,0.026,0.525,0.051,-0.124,,,,,,,,
0.94,-0.711,4.53,0.041,0.495,0.051,-0.115,,,,,,,,
0.96,-3.016,5.804,-0.008,0.429,0.049,-0.108,,,,,,,,
0.98,-4.01,7.006,-0.037,0.371,0.049,-0.101,,,,,,,,
1,-2.139,8.366,-0.019,0.323,0.049,-0.096,,,,,,,,
1.02,-0.607,9.564,-0.005,0.279,0.049,-0.091,,,,,,,,
1.04,0.339,10.78,0,0.236,0.049,-0.087,,,,,,,,
1.06,1.79,13.836,0.001,0.14,0.049,-0.087,,,,,,,,
1.08,2.436,15.084,0,0.094,0.049,-0.084,,,,,,,,
1.1,2.59,15.475,0,0.084,0.049,-0.084,,,,,,,,
1.12,3.356,17.153,0,0.031,0.049,-0.084,,,,,,,,
1.14,3.756,18.035,0,0.005,0.049,-0.084,,,,,,,,
1.16,3.484,17.37,0,0.025,0.049,-0.082,,,,,,,,
1.18,4.068,18.851,0,-0.014,0.049,-0.086,,,,,,,,
1.2,5.197,21.397,0,-0.09,0.049,-0.087,,,,,,,,
1.22,7.551,22,0.026,-0.126,0.051,-0.091,,,,,,,,
1.24,8.997,22,0.041,-0.16,0.051,-0.094,,,,,,,,
1.26,7.377,22,0.018,-0.147,0.051,-0.096,,,,,,,,
1.28,7.743,22,0.03,-0.109,0.052,-0.098,,,,,,,,
1.3,8.515,22,0.04,-0.117,0.052,-0.101,,,,,,,,
1.32,9.4,22,0.044,-0.153,0.054,-0.105,,,,,,,,
1.34,9.724,22,0.044,-0.171,0.054,-0.108,,,,,,,,
1.36,7.712,22,0.018,-0.149,0.054,-0.11,,,,,,,,
1.38,8.028,22,0.03,-0.109,0.056,-0.112,,,,,,,,
1.4,8.054,22,0.04,-0.064,0.056,-0.112,,,,,,,,
1.42,6.35,22,0.017,-0.045,0.056,-0.114,,,,,,,,
1.44,5.439,22,0.004,-0.042,0.056,-0.114,,,,,,,,
1.46,4.821,21.839,-0.001,-0.016,0.056,-0.114,,,,,,,,
1.48,4.631,21.501,-0.001,-0.003,0.056,-0.114,,,,,,,,
1.5,5.016,22,0,-0.026,0.056,-0.115,,,,,,,,
1.52,5.259,22,0,-0.04,0.056,-0.115,,,,,,,,
1.54,2.376,20.217,-0.026,0.035,0.054,-0.112,,,,,,,,
1.56,0.477,17.935,-0.041,0.104,0.054,-0.11,,,,,,,,
1.58,2.335,19.006,-0.018,0.077,0.054,-0.11,,,,,,,,
1.6,2.836,17.955,-0.004,0.106,0.054,-0.105,,,,,,,,
1.62,0.271,15.357,-0.026,0.178,0.052,-0.101,,,,,,,,
1.64,-0.348,15.772,-0.04,0.16,0.052,-0.1,,,,,,,,
1.66,0.991,15.471,-0.018,0.166,0.052,-0.094,,,,,,,,
1.68,1.425,14.408,-0.004,0.199,0.052,-0.091,,,,,,,,
1.7,0.429,15.282,-0.026,0.162,0.051,-0.089,,,,,,,,
1.72,-0.496,14.829,-0.04,0.164,0.051,-0.084,,,,,,,,
1.74,0.463,13.809,-0.018,0.197,0.051,-0.08,,,,,,,,
1.76,1.886,14.962,-0.004,0.162,0.051,-0.079,,,,,,,,
1.78,3.942,14.867,0.027,0.164,0.052,-0.073,,,,,,,,
1.8,5.188,15.65,0.041,0.145,0.052,-0.073,,,,,,,,
1.82,3.869,15.535,0.018,0.133,0.052,-0.068,,,,,,,,
1.84,2.612,14.64,0.004,0.157,0.052,-0.066,,,,,,,,
1.86,2.51,14.812,0,0.144,0.052,-0.063,,,,,,,,
1.88,2.645,15.053,-0.001,0.134,0.052,-0.061,,,,,,,,
1.9,4.936,16.16,0.026,0.104,0.054,-0.059,,,,,,,,
1.92,6.099,16.661,0.041,0.09,0.054,-0.058,,,,,,,,
1.94,4.717,16.536,0.018,0.086,0.054,-0.056,,,,,,,,
1.96,6.016,17.527,0.03,0.06,0.056,-0.056,,,,,,,,
1.98,6.861,17.957,0.04,0.046,0.056,-0.054,,,,,,,,
2,5.454,17.938,0.017,0.043,0.056,-0.054,,,,,,,,
2.02,4.97,18.699,0.004,0.016,0.056,-0.054,,,,,,,,
2.04,4.923,19.137,-0.001,0.003,0.056,-0.054,,,,,,,,
2.06,6.404,18.594,0.026,0.026,0.058,-0.052,,,,,,,,
2.08,7.164,18.306,0.04,0.04,0.058,-0.052,,,,,,,,
2.1,6.065,18.866,0.018,0.018,0.058,-0.052,,,,,,,,
2.12,5.766,20.169,0.004,-0.023,0.058,-0.054,,,,,,,,
2.14,5.771,20.756,0,-0.041,0.058,-0.054,,,,,,,,
2.16,5.834,21.042,-0.001,-0.045,0.058,-0.056,,,,,,,,
2.18,5.877,21.079,0,-0.045,0.058,-0.056,,,,,,,,
2.2,5.908,21.215,0,-0.044,0.058,-0.058,,,,,,,,
2.22,6.704,22,0,-0.096,0.058,-0.061,,,,,,,,
2.24,6.364,22,0,-0.072,0.058,-0.059,,,,,,,,
2.26,5.318,20.055,0,0.001,0.058,-0.059,,,,,,,,
2.28,5.198,19.804,0,0.011,0.058,-0.059,,,,,,,,
2.3,5.295,20.017,0,0.006,0.058,-0.059,,,,,,,,
2.32,5.376,20.196,0,0.002,0.058,-0.059,,,,,,,,
2.34,5.418,20.291,0,0,0.058,-0.059,,,,,,,,
2.36,5.441,20.345,0,0,0.058,-0.059,,,,,,,,
2.38,5.847,21.324,0,-0.027,0.058,-0.061,,,,,,,,
2.4,3.871,20.64,-0.026,-0.014,0.056,-0.059,,,,,,,,
2.42,2.44,19.436,-0.041,0.023,0.056,-0.059,,,,,,,,
2.44,3.648,18.981,-0.018,0.041,0.056,-0.058,,,,,,,,
2.46,4.129,18.062,-0.004,0.071,0.056,-0.056,,,,,,,,
2.48,2.799,18.289,-0.026,0.059,0.054,-0.056,,,,,,,,
2.5,1.691,17.525,-0.04,0.074,0.054,-0.052,,,,,,,,
2.52,2.603,16.49,-0.018,0.111,0.054,-0.051,,,,,,,,
2.54,3.643,16.804,-0.004,0.102,0.054,-0.049,,,,,,,,
2.56,4.08,17.077,0,0.092,0.054,-0.047,,,,,,,,
2.58,4.176,17.134,0.001,0.088,0.054,-0.045,,,,,,,,
2.6,2.36,16.844,-0.026,0.087,0.052,-0.044,,,,,,,,
2.62,1.823,17.588,-0.041,0.061,0.052,-0.044,,,,,,,,
2.64,3.489,18.118,-0.018,0.047,0.052,-0.042,,,,,,,,
2.66,4.088,17.445,-0.004,0.069,0.052,-0.04,,,,,,,,
2.68,4.18,16.961,0,0.083,0.052,-0.038,,,,,,,,
2.7,4.54,17.683,0.001,0.061,0.052,-0.038,,,,,,,,
2.72,4.726,18.032,0,0.047,0.052,-0.037,,,,,,,,
2.74,4.788,18.198,0,0.043,0.052,-0.037,,,,,,,,
2.76,5.188,19.062,0,0.016,0.052,-0.037,,,,,,,,
2.78,5.018,18.59,0,0.029,0.052,-0.035,,,,,,,,
2.8,6.695,18.53,0.026,0.04,0.054,-0.035,,,,,,,,
2.82,7.958,19.37,0.041,0.017,0.054,-0.035,,,,,,,,
2.84,6.719,19.656,0.018,0.004,0.054,-0.035,,,,,,,,
2.86,5.883,19.71,0.004,-0.001,0.054,-0.035,,,,,,,,
2.88,5.235,18.784,0,0.026,0.054,-0.033,,,,,,,,
2.9,5.019,18.359,-0.001,0.04,0.054,-0.033,,,,,,,,
2.92,5.39,19.087,0,0.018,0.054,-0.033,,,,,,,,
2.94,5.631,19.559,0,0.004,0.054,-0.033,,,,,,,,
2.96,6.107,20.662,0,-0.027,0.054,-0.035,,,,,,,,
2.98,6.337,21.148,0,-0.041,0.054,-0.035,,,,,,,,
3,6.022,20.467,0,-0.018,0.054,-0.035,,,,,,,,
3.02,5.831,20.051,0,-0.004,0.054,-0.035,,,,,,,,
3.04,6.172,20.879,0,-0.026,0.054,-0.037,,,,,,,,
3.06,6.78,22,0,-0.066,0.054,-0.038,,,,,,,,
3.08,6.296,21.134,0,-0.032,0.054,-0.037,,,,,,,,
3.1,5.581,19.595,0,0.019,0.054,-0.037,,,,,,,,
3.12,6.047,20.691,0,-0.012,0.054,-0.038,,,,,,,,
3.14,4.595,21.224,-0.026,-0.035,0.052,-0.038,,,,,,,,
3.16,3.435,20.59,-0.041,-0.017,0.052,-0.038,,,,,,,,
3.18,4.718,20.388,-0.018,-0.004,0.052,-0.038,,,,,,,,
3.2,5.198,19.458,-0.004,0.027,0.052,-0.037,,,,,,,,
3.22,4.898,18.132,0,0.068,0.052,-0.035,,,,,,,,
3.24,4.677,17.504,0.001,0.085,0.052,-0.033,,,,,,,,
3.26,4.996,18.24,0,0.063,0.052,-0.033,,,,,,,,
3.28,5.206,18.616,0,0.048,0.052,-0.031,,,,,,,,
3.3,4.898,17.858,0,0.07,0.052,-0.03,,,,,,,,
3.32,4.711,17.346,0,0.083,0.052,-0.028,,,,,,,,
3.34,5.05,18.062,0,0.061,0.052,-0.028,,,,,,,,
3.36,4.878,17.474,0,0.074,0.052,-0.024,,,,,,,,
3.38,2.939,16.957,-0.026,0.084,0.051,-0.024,,,,,,,,
3.4,2.367,17.474,-0.041,0.061,0.051,-0.023,,,,,,,,
3.42,4.039,18.097,-0.018,0.047,0.051,-0.023,,,,,,,,
3.44,5.025,18.245,-0.004,0.043,0.051,-0.021,,,,,,,,
3.46,4.942,17.376,0,0.069,0.051,-0.019,,,,,,,,
3.48,5.152,17.768,0.001,0.057,0.051,-0.019,,,,,,,,
3.5,5.67,18.922,0,0.021,0.051,-0.019,,,,,,,,
3.52,5.541,18.567,0,0.029,0.051,-0.018,,,,,,,,
3.54,5.412,18.286,0,0.039,0.051,-0.018,,,,,,,,
3.56,5.753,19.004,0,0.017,0.051,-0.018,,,,,,,,
3.58,5.966,19.444,0,0.003,0.051,-0.018,,,,,,,,
3.6,5.655,18.658,0,0.026,0.051,-0.016,,,,,,,,
3.62,7.283,18.483,0.026,0.04,0.052,-0.016,,,,,,,,
3.64,8.539,19.3,0.041,0.018,0.052,-0.016,,,,,,,,
3.66,7.303,19.583,0.018,0.004,0.052,-0.016,,,,,,,,
3.68,6.857,20.567,0.004,-0.027,0.052,-0.018,,,,,,,,
3.7,6.803,21.009,0,-0.041,0.052,-0.018,,,,,,,,
3.72,4.653,20.078,-0.027,-0.018,0.051,-0.018,,,,,,,,
3.74,3.573,19.548,-0.041,-0.004,0.051,-0.018,,,,,,,,
3.76,5.775,21.473,-0.018,-0.052,0.051,-0.021,,,,,,,,
3.78,6.731,21.544,-0.004,-0.054,0.051,-0.019,,,,,,,,
3.8,6.18,19.772,0,0.005,0.051,-0.019,,,,,,,,
3.82,6.139,19.628,0.001,0.01,0.051,-0.019,,,,,,,,
3.84,6.207,19.818,0,0.005,0.051,-0.019,,,,,,,,
3.86,6.648,20.89,0,-0.025,0.051,-0.021,,,,,,,,
3.88,6.883,21.393,0,-0.041,0.051,-0.021,,,,,,,,
3.9,6.575,20.721,0,-0.018,0.051,-0.021,,,,,,,,
3.92,5.999,19.368,0,0.022,0.051,-0.019,,,,,,,,
3.94,5.746,18.812,0,0.041,0.051,-0.019,,,,,,,,
3.96,5.698,18.591,0,0.045,0.051,-0.018,,,,,,,,
3.98,3.908,18.389,-0.026,0.045,0.049,-0.018,,,,,,,,
4,3.015,18.216,-0.041,0.044,0.049,-0.016,,,,,,,,
4.02,4.106,17.486,-0.018,0.07,0.049,-0.014,,,,,,,,
4.04,5.215,17.996,-0.004,0.058,0.049,-0.014,,,,,,,,
4.06,5.66,18.258,0,0.047,0.049,-0.012,,,,,,,,
4.08,3.554,17.227,-0.026,0.07,0.047,-0.011,,,,,,,,
4.1,2.422,16.597,-0.04,0.084,0.047,-0.009,,,,,,,,
4.12,4.199,17.477,-0.018,0.061,0.047,-0.009,,,,,,,,
4.14,5.321,17.921,-0.004,0.047,0.047,-0.007,,,,,,,,
4.16,3.87,17.868,-0.026,0.043,0.045,-0.007,,,,,,,,
4.18,2.991,17.676,-0.04,0.043,0.045,-0.005,,,,,,,,
4.2,4.04,16.91,-0.018,0.07,0.045,-0.004,,,,,,,,
4.22,5.124,17.4,-0.004,0.058,0.045,-0.004,,,,,,,,
4.24,4.136,18.349,-0.026,0.021,0.044,-0.004,,,,,,,,
4.26,3.517,18.817,-0.04,0.003,0.044,-0.004,,,,,,,,
4.28,4.249,17.268,-0.018,0.051,0.044,0,,,,,,,,
4.3,5.133,17.43,-0.004,0.054,0.044,-0.002,,,,,,,,
4.32,6.275,19.296,0,-0.005,0.044,-0.002,,,,,,,,
4.34,4.577,19.242,-0.026,-0.01,0.042,-0.002,,,,,,,,
4.36,3.179,18.039,-0.04,0.022,0.042,0,,,,,,,,
4.38,4.372,17.662,-0.018,0.039,0.042,0,,,,,,,,
4.4,5.604,18.443,-0.004,0.018,0.042,0,,,,,,,,
4.42,6.105,18.923,0,0.004,0.042,0,,,,,,,,
4.44,6.595,20.011,0.001,-0.027,0.042,-0.002,,,,,,,,
4.46,6.793,20.474,0,-0.041,0.042,-0.002,,,,,,,,
4.48,5.031,20.467,-0.026,-0.045,0.04,-0.004,,,,,,,,
4.5,4.118,20.364,-0.041,-0.045,0.04,-0.004,,,,,,,,
4.52,5.195,19.707,-0.018,-0.018,0.04,-0.004,,,,,,,,
4.54,6.301,20.31,-0.004,-0.029,0.04,-0.005,,,,,,,,
4.56,6.748,20.676,0,-0.04,0.04,-0.005,,,,,,,,
4.58,6.456,19.99,0.001,-0.017,0.04,-0.005,,,,,,,,
4.6,6.244,19.577,0,-0.004,0.04,-0.005,,,,,,,,
4.62,6.18,19.461,0,0.001,0.04,-0.005,,,,,,,,
4.64,6.185,19.465,0,0.001,0.04,-0.005,,,,,,,,
4.66,6.205,19.493,0,0,0.04,-0.005,,,,,,,,
4.68,6.223,19.515,0,0,0.04,-0.005,,,,,,,,
4.7,6.627,20.465,0,-0.026,0.04,-0.007,,,,,,,,
4.72,6.847,20.921,0,-0.041,0.04,-0.007,,,,,,,,
4.74,6.534,20.235,0,-0.018,0.04,-0.007,,,,,,,,
4.76,5.955,18.875,0,0.022,0.04,-0.005,,,,,,,,
4.78,5.699,18.31,0,0.041,0.04,-0.005,,,,,,,,
4.8,6.035,19.014,0,0.019,0.04,-0.005,,,,,,,,
4.82,5.873,18.547,0,0.031,0.04,-0.004,,,,,,,,
4.84,5.749,18.263,0,0.04,0.04,-0.004,,,,,,,,
4.86,3.896,17.819,-0.026,0.044,0.038,-0.002,,,,,,,,
4.88,2.985,17.707,-0.041,0.044,0.038,-0.002,,,,,,,,
4.9,4.84,18.717,-0.018,0.017,0.038,-0.002,,,,,,,,
4.92,5.588,18.349,-0.004,0.03,0.038,0,,,,,,,,
4.94,5.737,18.073,0,0.04,0.038,0,,,,,,,,
4.96,3.899,17.618,-0.026,0.044,0.037,0.002,,,,,,,,
4.98,2.958,17.498,-0.04,0.044,0.037,0.002,,,,,,,,
5,4.794,18.503,-0.018,0.018,0.037,0.002,,,,,,,,
5.02,5.923,19.067,-0.004,0.003,0.037,0.002,,,,,,,,
5.04,6.276,19.231,0,-0.001,0.037,0.002,,,,,,,,
5.06,6.313,19.245,0.001,-0.001,0.037,0.002,,,,,,,,
5.08,4.476,18.997,-0.026,0,0.035,0.002,,,,,,,,
5.1,3.549,18.886,-0.041,0,0.035,0.002,,,,,,,,
5.12,5.01,19.062,-0.018,0,0.035,0.002,,,,,,,,
5.14,5.935,19.177,-0.004,0,0.035,0.002,,,,,,,,
5.16,4.031,18.048,-0.026,0.026,0.033,0.003,,,,,,,,
5.18,2.942,17.509,-0.04,0.041,0.033,0.003,,,,,,,,
5.2,4.707,18.384,-0.018,0.018,0.033,0.003,,,,,,,,
5.22,5.819,18.936,-0.004,0.004,0.033,0.003,,,,,,,,
5.24,6.172,19.112,0,0,0.033,0.003,,,,,,,,
5.26,6.598,20.066,0.001,-0.027,0.033,0.002,,,,,,,,
5.28,6.781,20.498,0,-0.041,0.033,0.002,,,,,,,,
5.3,4.63,19.557,-0.026,-0.018,0.031,0.002,,,,,,,,
5.32,3.899,19.948,-0.041,-0.03,0.031,0,,,,,,,,
5.34,5.507,20.432,-0.018,-0.04,0.031,0,,,,,,,,
5.36,6.101,19.836,-0.004,-0.017,0.031,0,,,,,,,,
5.38,6.585,20.386,0,-0.03,0.031,-0.002,,,,,,,,
5.4,6.764,20.712,0.001,-0.04,0.031,-0.002,,,,,,,,
5.42,6.416,20.009,0,-0.017,0.031,-0.002,,,,,,,,
5.44,6.21,19.59,0,-0.004,0.031,-0.002,,,,,,,,
5.46,6.155,19.471,0,0.001,0.031,-0.002,,,,,,,,
5.48,6.162,19.472,0,0.001,0.031,-0.002,,,,,,,,
5.5,6.18,19.495,0,0,0.031,-0.002,,,,,,,,
5.52,6.196,19.513,0,0,0.031,-0.002,,,,,,,,
5.54,6.208,19.525,0,0,0.031,-0.002,,,,,,,,
5.56,6.607,20.469,0,-0.026,0.031,-0.004,,,,,,,,
5.58,6.823,20.92,0,-0.041,0.031,-0.004,,,,,,,,
5.6,6.507,20.229,0,-0.018,0.031,-0.004,,,,,,,,
5.62,6.313,19.8,0,-0.004,0.031,-0.004,,,,,,,,
5.64,5.873,18.739,0,0.027,0.031,-0.002,,,,,,,,
5.66,5.673,18.296,0,0.041,0.031,-0.002,,,,,,,,
5.68,6.017,19.02,0,0.018,0.031,-0.002,,,,,,,,
5.7,4.037,18.307,-0.026,0.03,0.03,0,,,,,,,,
5.72,2.602,16.971,-0.041,0.067,0.03,0.002,,,,,,,,
5.74,4.194,17.419,-0.018,0.058,0.03,0.002,,,,,,,,
5.76,5.256,17.726,-0.004,0.048,0.03,0.003,,,,,,,,
5.78,5.608,17.891,0,0.044,0.03,0.003,,,,,,,,
5.8,6.035,18.744,0.001,0.017,0.03,0.003,,,,,,,,
5.82,4.019,18.013,-0.026,0.029,0.028,0.005,,,,,,,,
5.84,2.941,17.58,-0.041,0.04,0.028,0.005,,,,,,,,
5.86,4.727,18.454,-0.018,0.017,0.028,0.005,,,,,,,,
5.88,5.847,18.989,-0.004,0.004,0.028,0.005,,,,,,,,
5.9,6.2,19.155,0,-0.001,0.028,0.005,,,,,,,,
5.92,5.849,18.236,0.001,0.026,0.028,0.007,,,,,,,,
5.94,3.804,17.544,-0.026,0.04,0.026,0.007,,,,,,,,
5.96,2.813,17.195,-0.041,0.044,0.026,0.009,,,,,,,,
5.98,4.27,17.363,-0.018,0.045,0.026,0.009,,,,,,,,
6,5.583,18.31,-0.004,0.018,0.026,0.009,,,,,,,,
6.02,6.087,18.796,0,0.003,0.026,0.009,,,,,,,,
6.04,6.176,18.924,0.001,-0.001,0.026,0.009,,,,,,,,
6.06,6.545,19.859,0,-0.027,0.026,0.007,,,,,,,,
6.08,6.733,20.284,0,-0.041,0.026,0.007,,,,,,,,
6.1,6.405,19.577,0,-0.018,0.026,0.007,,,,,,,,
6.12,6.595,20.071,0,-0.03,0.026,0.005,,,,,,,,
6.14,7.135,21.315,0,-0.067,0.026,0.003,,,,,,,,
6.16,7.019,21.05,0,-0.058,0.026,0.003,,,,,,,,
6.18,6.502,19.928,0,-0.022,0.026,0.003,,,,,,,,
6.2,6.247,19.366,0,-0.003,0.026,0.003,,,,,,,,
