Tiempo ;CONTROL;REI;VELOCIDAD;ANGULO;REFERENCIA;PERTURBACION;;;;;;;;
14,62;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,64;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,66;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,68;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,7;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,72;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,74;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,76;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,78;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,8;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,82;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,84;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,86;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,88;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,9;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,92;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,94;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,96;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
14,98;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,02;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,04;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,06;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
15,08;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
15,1;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
15,12;1,74;1,54;0;0,6;0,6;0,2;;;;;;;;
15,14;1,775;1,575;-0,026;0,599;0,6;0,2;;;;;;;;
15,16;1,792;1,592;-0,041;0,599;0,6;0,2;;;;;;;;
15,18;1,765;1,565;-0,018;0,599;0,6;0,2;;;;;;;;
15,2;1,748;1,548;-0,004;0,599;0,6;0,2;;;;;;;;
15,22;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
15,24;1,742;1,542;0,001;0,599;0,6;0,2;;;;;;;;
15,26;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
15,28;1,709;1,509;0,026;0,6;0,6;0,2;;;;;;;;
15,3;1,692;1,492;0,041;0,6;0,6;0,2;;;;;;;;
15,32;1,719;1,519;0,018;0,6;0,6;0,2;;;;;;;;
15,34;1,736;1,536;0,004;0,6;0,6;0,2;;;;;;;;
15,36;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,38;1,742;1,542;-0,001;0,6;0,6;0,2;;;;;;;;
15,4;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,42;1,741;1,541;0;0,6;0,6;0,2;;;;;;;;
15,44;1,707;1,507;0,026;0,602;0,6;0,2;;;;;;;;
15,46;1,689;1,489;0,041;0,602;0,6;0,2;;;;;;;;
15,48;1,716;1,516;0,018;0,602;0,6;0,2;;;;;;;;
15,5;1,733;1,533;0,004;0,602;0,6;0,2;;;;;;;;
15,52;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
15,54;1,739;1,539;-0,001;0,602;0,6;0,2;;;;;;;;
15,56;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
15,58;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
15,6;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
15,62;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
15,64;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,66;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,68;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,7;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,72;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,74;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,76;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,78;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,8;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
15,82;1,771;1,571;-0,026;0,6;0,6;0,2;;;;;;;;
15,84;1,788;1,588;-0,041;0,6;0,6;0,2;;;;;;;;
15,86;1,761;1,561;-0,018;0,6;0,6;0,2;;;;;;;;
15,88;1,743;1,543;-0,004;0,6;0,6;0,2;;;;;;;;
15,9;1,738;1,538;0;0,6;0,6;0,2;;;;;;;;
15,92;1,738;1,538;0,001;0,6;0,6;0,2;;;;;;;;
15,94;1,738;1,538;0;0,6;0,6;0,2;;;;;;;;
15,96;1,739;1,539;0;0,6;0,6;0,2;;;;;;;;
15,98;1,705;1,505;0,026;0,602;0,6;0,2;;;;;;;;
16;1,687;1,487;0,041;0,602;0,6;0,2;;;;;;;;
16,02;1,714;1,514;0,018;0,602;0,6;0,2;;;;;;;;
16,04;1,731;1,531;0,004;0,602;0,6;0,2;;;;;;;;
16,06;1,737;1,537;0;0,602;0,6;0,2;;;;;;;;
16,08;1,737;1,537;-0,001;0,602;0,6;0,2;;;;;;;;
16,1;1,736;1,536;0;0,602;0,6;0,2;;;;;;;;
16,12;1,736;1,536;0;0,602;0,6;0,2;;;;;;;;
16,14;1,736;1,536;0;0,602;0,6;0,2;;;;;;;;
16,16;1,736;1,536;0;0,602;0,6;0,2;;;;;;;;
16,18;1,735;1,535;0;0,602;0,6;0,2;;;;;;;;
16,2;1,769;1,569;-0,026;0,6;0,6;0,2;;;;;;;;
16,22;1,787;1,587;-0,041;0,6;0,6;0,2;;;;;;;;
16,24;1,759;1,559;-0,018;0,6;0,6;0,2;;;;;;;;
16,26;1,742;1,542;-0,004;0,6;0,6;0,2;;;;;;;;
16,28;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,3;1,736;1,536;0,001;0,6;0,6;0,2;;;;;;;;
16,32;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,34;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,36;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,38;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,4;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,42;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,44;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,46;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,48;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,5;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,52;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,54;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,56;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,58;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,6;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
16,62;1,771;1,571;-0,026;0,599;0,6;0,2;;;;;;;;
16,64;1,788;1,588;-0,041;0,599;0,6;0,2;;;;;;;;
16,66;1,761;1,561;-0,018;0,599;0,6;0,2;;;;;;;;
16,68;1,744;1,544;-0,004;0,599;0,6;0,2;;;;;;;;
16,7;1,739;1,539;0;0,599;0,6;0,2;;;;;;;;
16,72;1,739;1,539;0,001;0,599;0,6;0,2;;;;;;;;
16,74;1,739;1,539;0;0,599;0,6;0,2;;;;;;;;
16,76;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,78;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,8;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,82;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,84;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,86;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,88;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,9;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,92;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,94;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,96;1,74;1,54;0;0,599;0,6;0,2;;;;;;;;
16,98;1,741;1,541;0;0,599;0,6;0,2;;;;;;;;
17;1,741;1,541;0;0,599;0,6;0,2;;;;;;;;
17,02;1,775;1,575;-0,026;0,597;0,6;0,2;;;;;;;;
17,04;1,792;1,592;-0,041;0,597;0,6;0,2;;;;;;;;
17,06;1,765;1,565;-0,018;0,597;0,6;0,2;;;;;;;;
17,08;1,748;1,548;-0,004;0,597;0,6;0,2;;;;;;;;
17,1;1,743;1,543;0;0,597;0,6;0,2;;;;;;;;
17,12;1,743;1,543;0,001;0,597;0,6;0,2;;;;;;;;
17,14;1,743;1,543;0;0,597;0,6;0,2;;;;;;;;
17,16;1,71;1,51;0,026;0,599;0,6;0,2;;;;;;;;
17,18;1,693;1,493;0,041;0,599;0,6;0,2;;;;;;;;
17,2;1,72;1,52;0,018;0,599;0,6;0,2;;;;;;;;
17,22;1,737;1,537;0,004;0,599;0,6;0,2;;;;;;;;
17,24;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,26;1,743;1,543;-0,001;0,599;0,6;0,2;;;;;;;;
17,28;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,3;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,32;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,34;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,36;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,38;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,4;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,42;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
17,44;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
17,46;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
17,48;1,777;1,577;-0,026;0,597;0,6;0,2;;;;;;;;
17,5;1,794;1,594;-0,041;0,597;0,6;0,2;;;;;;;;
17,52;1,767;1,567;-0,018;0,597;0,6;0,2;;;;;;;;
17,54;1,75;1,55;-0,004;0,597;0,6;0,2;;;;;;;;
17,56;1,745;1,545;0;0,597;0,6;0,2;;;;;;;;
17,58;1,745;1,545;0,001;0,597;0,6;0,2;;;;;;;;
17,6;1,745;1,545;0;0,597;0,6;0,2;;;;;;;;
17,62;1,746;1,546;0;0,597;0,6;0,2;;;;;;;;
17,64;1,746;1,546;0;0,597;0,6;0,2;;;;;;;;
17,66;1,712;1,512;0,026;0,599;0,6;0,2;;;;;;;;
17,68;1,695;1,495;0,041;0,599;0,6;0,2;;;;;;;;
17,7;1,722;1,522;0,018;0,599;0,6;0,2;;;;;;;;
17,72;1,739;1,539;0,004;0,599;0,6;0,2;;;;;;;;
17,74;1,745;1,545;0;0,599;0,6;0,2;;;;;;;;
17,76;1,711;1,511;0,026;0,6;0,6;0,2;;;;;;;;
17,78;1,693;1,493;0,04;0,6;0,6;0,2;;;;;;;;
17,8;1,72;1,52;0,018;0,6;0,6;0,2;;;;;;;;
17,82;1,737;1,537;0,004;0,6;0,6;0,2;;;;;;;;
17,84;1,708;1,508;0,026;0,602;0,6;0,2;;;;;;;;
17,86;1,692;1,492;0,04;0,602;0,6;0,2;;;;;;;;
17,88;1,718;1,518;0,018;0,602;0,6;0,2;;;;;;;;
17,9;1,735;1,535;0,004;0,602;0,6;0,2;;;;;;;;
17,92;1,74;1,54;0;0,602;0,6;0,2;;;;;;;;
17,94;1,74;1,54;-0,001;0,602;0,6;0,2;;;;;;;;
17,96;1,74;1,54;0;0,602;0,6;0,2;;;;;;;;
17,98;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
18;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
18,02;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
18,04;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
18,06;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
18,08;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
18,1;1,739;1,539;0;0,602;0,6;0,2;;;;;;;;
18,12;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
18,14;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
18,16;1,738;1,538;0;0,602;0,6;0,2;;;;;;;;
18,18;1,772;1,572;-0,026;0,6;0,6;0,2;;;;;;;;
18,2;1,789;1,589;-0,041;0,6;0,6;0,2;;;;;;;;
18,22;1,762;1,562;-0,018;0,6;0,6;0,2;;;;;;;;
18,24;1,745;1,545;-0,004;0,6;0,6;0,2;;;;;;;;
18,26;1,774;1,574;-0,026;0,599;0,6;0,2;;;;;;;;
18,28;1,791;1,591;-0,04;0,599;0,6;0,2;;;;;;;;
18,3;1,764;1,564;-0,018;0,599;0,6;0,2;;;;;;;;
18,32;1,747;1,547;-0,004;0,599;0,6;0,2;;;;;;;;
18,34;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
18,36;1,742;1,542;0,001;0,599;0,6;0,2;;;;;;;;
18,38;1,742;1,542;0;0,599;0,6;0,2;;;;;;;;
18,4;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,42;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,44;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,46;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,48;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,5;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,52;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,54;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,56;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,58;1,743;1,543;0;0,599;0,6;0,2;;;;;;;;
18,6;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,62;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,64;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,66;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,68;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,7;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,72;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,74;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,76;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,78;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,8;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,82;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,84;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,86;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,88;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,9;1,744;1,544;0;0,599;0,6;0,2;;;;;;;;
18,92;1,745;1,545;0;0,599;0,6;0,2;;;;;;;;
18,94;1,745;1,545;0;0,599;0,6;0,2;;;;;;;;
18,96;1,745;1,545;0;0,599;0,6;0,2;;;;;;;;
18,98;1,745;1,545;0;0,599;0,6;0,2;;;;;;;;
19;1,745;1,545;0;0,599;0,6;0,2;;;;;;;;
19,02;1,745;1,545;0;0,599;0,6;0,2;;;;;;;;
19,04;1,711;1,511;0,026;0,6;0,6;0,2;;;;;;;;
19,06;1,694;1,494;0,041;0,6;0,6;0,2;;;;;;;;
19,08;1,721;1,521;0,018;0,6;0,6;0,2;;;;;;;;
19,1;1,704;1,504;0,03;0,602;0,6;0,2;;;;;;;;
19,12;1,692;1,492;0,04;0,602;0,6;0,2;;;;;;;;
19,14;1,719;1,519;0,017;0,602;0,6;0,2;;;;;;;;
19,16;1,702;1,502;0,03;0,604;0,6;0,2;;;;;;;;
19,18;1,689;1,489;0,04;0,604;0,6;0,2;;;;;;;;
19,2;1,717;1,517;0,017;0,604;0,6;0,2;;;;;;;;
19,22;1,733;1,533;0,004;0,604;0,6;0,2;;;;;;;;
19,24;1,704;1,504;0,026;0,606;0,6;0,2;;;;;;;;
19,26;1,687;1,487;0,04;0,606;0,6;0,2;;;;;;;;
19,28;1,713;1,513;0,018;0,606;0,6;0,2;;;;;;;;
19,3;1,73;1,53;0,004;0,606;0,6;0,2;;;;;;;;
19,32;1,735;1,535;0;0,606;0,6;0,2;;;;;;;;
19,34;1,735;1,535;-0,001;0,606;0,6;0,2;;;;;;;;
19,36;1,734;1,534;0;0,606;0,6;0,2;;;;;;;;
19,38;1,733;1,533;0;0,606;0,6;0,2;;;;;;;;
19,4;1,733;1,533;0;0,606;0,6;0,2;;;;;;;;
19,42;1,767;1,567;-0,026;0,604;0,6;0,2;;;;;;;;
19,44;1,784;1,584;-0,041;0,604;0,6;0,2;;;;;;;;
19,46;1,756;1,556;-0,018;0,604;0,6;0,2;;;;;;;;
19,48;1,739;1,539;-0,004;0,604;0,6;0,2;;;;;;;;
19,5;1,734;1,534;0;0,604;0,6;0,2;;;;;;;;
19,52;1,767;1,567;-0,026;0,602;0,6;0,2;;;;;;;;
19,54;1,785;1,585;-0,04;0,602;0,6;0,2;;;;;;;;
19,56;1,758;1,558;-0,018;0,602;0,6;0,2;;;;;;;;
19,58;1,741;1,541;-0,004;0,602;0,6;0,2;;;;;;;;
19,6;1,735;1,535;0;0,602;0,6;0,2;;;;;;;;
19,62;1,735;1,535;0,001;0,602;0,6;0,2;;;;;;;;
19,64;1,735;1,535;0;0,602;0,6;0,2;;;;;;;;
19,66;1,769;1,569;-0,026;0,6;0,6;0,2;;;;;;;;
19,68;1,787;1,587;-0,041;0,6;0,6;0,2;;;;;;;;
19,7;1,759;1,559;-0,018;0,6;0,6;0,2;;;;;;;;
19,72;1,742;1,542;-0,004;0,6;0,6;0,2;;;;;;;;
19,74;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,76;1,737;1,537;0,001;0,6;0,6;0,2;;;;;;;;
19,78;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,8;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,82;1,738;1,538;0;0,6;0,6;0,2;;;;;;;;
19,84;1,738;1,538;0;0,6;0,6;0,2;;;;;;;;
19,86;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,88;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,9;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,92;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,94;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,96;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
19,98;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
20;1,737;1,537;0;0,6;0,6;0,2;;;;;;;;
20,02;1,537;1,537;0;0,6;0,6;0;;;;;;;;
20,04;1,537;1,537;0;0,6;0,6;0;;;;;;;;
20,06;1,537;1,537;0;0,6;0,6;0;;;;;;;;
20,08;1,571;1,571;-0,026;0,599;0,6;0;;;;;;;;
20,1;1,589;1,589;-0,041;0,599;0,6;0;;;;;;;;
20,12;1,561;1,561;-0,018;0,599;0,6;0;;;;;;;;
20,14;1,578;1,578;-0,03;0,597;0,6;0;;;;;;;;
20,16;1,625;1,625;-0,067;0,595;0,6;0;;;;;;;;
20,18;1,648;1,648;-0,084;0,593;0,6;0;;;;;;;;
20,2;1,656;1,656;-0,089;0,592;0,6;0;;;;;;;;
20,22;1,659;1,659;-0,088;0,59;0,6;0;;;;;;;;
20,24;1,694;1,694;-0,114;0,586;0,6;0;;;;;;;;
20,26;1,714;1,714;-0,128;0,585;0,6;0;;;;;;;;
20,28;1,724;1,724;-0,132;0,581;0,6;0;;;;;;;;
20,3;1,727;1,727;-0,132;0,579;0,6;0;;;;;;;;
20,32;1,732;1,732;-0,131;0,576;0,6;0;;;;;;;;
20,34;1,735;1,735;-0,131;0,574;0,6;0;;;;;;;;
20,36;1,74;1,74;-0,131;0,571;0,6;0;;;;;;;;
20,38;1,744;1,744;-0,131;0,569;0,6;0;;;;;;;;
20,4;1,75;1,75;-0,131;0,565;0,6;0;;;;;;;;
20,42;1,753;1,753;-0,131;0,564;0,6;0;;;;;;;;
20,44;1,725;1,725;-0,104;0,562;0,6;0;;;;;;;;
20,46;1,712;1,712;-0,09;0,56;0,6;0;;;;;;;;
20,48;1,712;1,712;-0,086;0,559;0,6;0;;;;;;;;
20,5;1,716;1,716;-0,086;0,557;0,6;0;;;;;;;;
20,52;1,686;1,686;-0,061;0,557;0,6;0;;;;;;;;
20,54;1,674;1,674;-0,047;0,555;0,6;0;;;;;;;;
20,56;1,671;1,671;-0,043;0,555;0,6;0;;;;;;;;
20,58;1,642;1,642;-0,016;0,555;0,6;0;;;;;;;;
20,6;1,627;1,627;-0,003;0,555;0,6;0;;;;;;;;
20,62;1,625;1,625;0,001;0,555;0,6;0;;;;;;;;
20,64;1,627;1,627;0,001;0,555;0,6;0;;;;;;;;
20,66;1,63;1,63;0;0,555;0,6;0;;;;;;;;
20,68;1,598;1,598;0,026;0,557;0,6;0;;;;;;;;
20,7;1,583;1,583;0,041;0,557;0,6;0;;;;;;;;
20,72;1,612;1,612;0,018;0,557;0,6;0;;;;;;;;
20,74;1,597;1,597;0,03;0,559;0,6;0;;;;;;;;
20,76;1,587;1,587;0,04;0,559;0,6;0;;;;;;;;
20,78;1,617;1,617;0,017;0,559;0,6;0;;;;;;;;
20,8;1,636;1,636;0,004;0,559;0,6;0;;;;;;;;
20,82;1,608;1,608;0,026;0,56;0,6;0;;;;;;;;
20,84;1,593;1,593;0,04;0,56;0,6;0;;;;;;;;
20,86;1,622;1,622;0,018;0,56;0,6;0;;;;;;;;
20,88;1,641;1,641;0,004;0,56;0,6;0;;;;;;;;
20,9;1,648;1,648;0;0,56;0,6;0;;;;;;;;
20,92;1,65;1,65;-0,001;0,56;0,6;0;;;;;;;;
20,94;1,617;1,617;0,026;0,562;0,6;0;;;;;;;;
20,96;1,601;1,601;0,041;0,562;0,6;0;;;;;;;;
20,98;1,63;1,63;0,018;0,562;0,6;0;;;;;;;;
21;1,649;1,649;0,004;0,562;0,6;0;;;;;;;;
21,02;1,656;1,656;0;0,562;0,6;0;;;;;;;;
21,04;1,658;1,658;-0,001;0,562;0,6;0;;;;;;;;
21,06;1,694;1,694;-0,027;0,56;0,6;0;;;;;;;;
21,08;1,712;1,712;-0,041;0,56;0,6;0;;;;;;;;
21,1;1,687;1,687;-0,018;0,56;0,6;0;;;;;;;;
21,12;1,672;1,672;-0,004;0,56;0,6;0;;;;;;;;
21,14;1,668;1,668;0;0,56;0,6;0;;;;;;;;
21,16;1,636;1,636;0,027;0,562;0,6;0;;;;;;;;
21,18;1,621;1,621;0,041;0,562;0,6;0;;;;;;;;
21,2;1,65;1,65;0,018;0,562;0,6;0;;;;;;;;
21,22;1,669;1,669;0,004;0,562;0,6;0;;;;;;;;
21,24;1,676;1,676;0;0,562;0,6;0;;;;;;;;
21,26;1,678;1,678;-0,001;0,562;0,6;0;;;;;;;;
21,28;1,646;1,646;0,026;0,564;0,6;0;;;;;;;;
21,3;1,63;1,63;0,041;0,564;0,6;0;;;;;;;;
21,32;1,659;1,659;0,018;0,564;0,6;0;;;;;;;;
21,34;1,677;1,677;0,004;0,564;0,6;0;;;;;;;;
21,36;1,684;1,684;0;0,564;0,6;0;;;;;;;;
21,38;1,686;1,686;-0,001;0,564;0,6;0;;;;;;;;
21,4;1,654;1,654;0,026;0,565;0,6;0;;;;;;;;
21,42;1,638;1,638;0,041;0,565;0,6;0;;;;;;;;
21,44;1,666;1,666;0,018;0,565;0,6;0;;;;;;;;
21,46;1,685;1,685;0,004;0,565;0,6;0;;;;;;;;
21,48;1,692;1,692;0;0,565;0,6;0;;;;;;;;
21,5;1,66;1,66;0,026;0,567;0,6;0;;;;;;;;
21,52;1,644;1,644;0,04;0,567;0,6;0;;;;;;;;
21,54;1,672;1,672;0,018;0,567;0,6;0;;;;;;;;
21,56;1,691;1,691;0,004;0,567;0,6;0;;;;;;;;
21,58;1,663;1,663;0,026;0,569;0,6;0;;;;;;;;
21,6;1,648;1,648;0,04;0,569;0,6;0;;;;;;;;
21,62;1,676;1,676;0,018;0,569;0,6;0;;;;;;;;
21,64;1,66;1,66;0,03;0,571;0,6;0;;;;;;;;
21,66;1,65;1,65;0,04;0,571;0,6;0;;;;;;;;
21,68;1,679;1,679;0,017;0,571;0,6;0;;;;;;;;
21,7;1,697;1,697;0,004;0,571;0,6;0;;;;;;;;
21,72;1,669;1,669;0,026;0,572;0,6;0;;;;;;;;
21,74;1,653;1,653;0,04;0,572;0,6;0;;;;;;;;
21,76;1,681;1,681;0,018;0,572;0,6;0;;;;;;;;
21,78;1,665;1,665;0,03;0,574;0,6;0;;;;;;;;
21,8;1,655;1,655;0,04;0,574;0,6;0;;;;;;;;
21,82;1,683;1,683;0,017;0,574;0,6;0;;;;;;;;
21,84;1,701;1,701;0,004;0,574;0,6;0;;;;;;;;
21,86;1,707;1,707;-0,001;0,574;0,6;0;;;;;;;;
21,88;1,675;1,675;0,026;0,576;0,6;0;;;;;;;;
21,9;1,658;1,658;0,04;0,576;0,6;0;;;;;;;;
21,92;1,686;1,686;0,018;0,576;0,6;0;;;;;;;;
