Tiempo ;CONTROL;REI;VELOCIDAD;ANGULO;REFERENCIA;PERTURBACION;;;;;;;;
21,94;1,704;1,704;0,004;0,576;0,6;0;;;;;;;;
21,96;1,677;1,677;0,026;0,578;0,6;0;;;;;;;;
21,98;1,661;1,661;0,04;0,578;0,6;0;;;;;;;;
22;1,689;1,689;0,018;0,578;0,6;0;;;;;;;;
22,02;1,707;1,707;0,004;0,578;0,6;0;;;;;;;;
22,04;1,713;1,713;0;0,578;0,6;0;;;;;;;;
22,06;1,714;1,714;-0,001;0,578;0,6;0;;;;;;;;
22,08;1,681;1,681;0,026;0,579;0,6;0;;;;;;;;
22,1;1,664;1,664;0,041;0,579;0,6;0;;;;;;;;
22,12;1,692;1,692;0,018;0,579;0,6;0;;;;;;;;
22,14;1,71;1,71;0,004;0,579;0,6;0;;;;;;;;
22,16;1,717;1,717;0;0,579;0,6;0;;;;;;;;
22,18;1,718;1,718;-0,001;0,579;0,6;0;;;;;;;;
22,2;1,718;1,718;0;0,579;0,6;0;;;;;;;;
22,22;1,719;1,719;0;0,579;0,6;0;;;;;;;;
22,24;1,72;1,72;0;0,579;0,6;0;;;;;;;;
22,26;1,687;1,687;0,026;0,581;0,6;0;;;;;;;;
22,28;1,67;1,67;0,041;0,581;0,6;0;;;;;;;;
22,3;1,699;1,699;0,018;0,581;0,6;0;;;;;;;;
22,32;1,716;1,716;0,004;0,581;0,6;0;;;;;;;;
22,34;1,723;1,723;0;0,581;0,6;0;;;;;;;;
22,36;1,69;1,69;0,026;0,583;0,6;0;;;;;;;;
22,38;1,673;1,673;0,04;0,583;0,6;0;;;;;;;;
22,4;1,701;1,701;0,018;0,583;0,6;0;;;;;;;;
22,42;1,718;1,718;0,004;0,583;0,6;0;;;;;;;;
22,44;1,725;1,725;0;0,583;0,6;0;;;;;;;;
22,46;1,692;1,692;0,026;0,585;0,6;0;;;;;;;;
22,48;1,675;1,675;0,04;0,585;0,6;0;;;;;;;;
22,5;1,702;1,702;0,018;0,585;0,6;0;;;;;;;;
22,52;1,72;1,72;0,004;0,585;0,6;0;;;;;;;;
22,54;1,726;1,726;0;0,585;0,6;0;;;;;;;;
22,56;1,693;1,693;0,026;0,586;0,6;0;;;;;;;;
22,58;1,676;1,676;0,04;0,586;0,6;0;;;;;;;;
22,6;1,703;1,703;0,018;0,586;0,6;0;;;;;;;;
22,62;1,721;1,721;0,004;0,586;0,6;0;;;;;;;;
22,64;1,727;1,727;0;0,586;0,6;0;;;;;;;;
22,66;1,728;1,728;-0,001;0,586;0,6;0;;;;;;;;
22,68;1,728;1,728;0;0,586;0,6;0;;;;;;;;
22,7;1,694;1,694;0,026;0,588;0,6;0;;;;;;;;
22,72;1,678;1,678;0,041;0,588;0,6;0;;;;;;;;
22,74;1,705;1,705;0,018;0,588;0,6;0;;;;;;;;
22,76;1,723;1,723;0,004;0,588;0,6;0;;;;;;;;
22,78;1,729;1,729;0;0,588;0,6;0;;;;;;;;
22,8;1,73;1,73;-0,001;0,588;0,6;0;;;;;;;;
22,82;1,73;1,73;0;0,588;0,6;0;;;;;;;;
22,84;1,73;1,73;0;0,588;0,6;0;;;;;;;;
22,86;1,731;1,731;0;0,588;0,6;0;;;;;;;;
22,88;1,731;1,731;0;0,588;0,6;0;;;;;;;;
22,9;1,732;1,732;0;0,588;0,6;0;;;;;;;;
22,92;1,698;1,698;0,026;0,59;0,6;0;;;;;;;;
22,94;1,681;1,681;0,041;0,59;0,6;0;;;;;;;;
22,96;1,709;1,709;0,018;0,59;0,6;0;;;;;;;;
22,98;1,727;1,727;0,004;0,59;0,6;0;;;;;;;;
23;1,733;1,733;0;0,59;0,6;0;;;;;;;;
23,02;1,733;1,733;-0,001;0,59;0,6;0;;;;;;;;
23,04;1,733;1,733;0;0,59;0,6;0;;;;;;;;
23,06;1,733;1,733;0;0,59;0,6;0;;;;;;;;
23,08;1,734;1,734;0;0,59;0,6;0;;;;;;;;
23,1;1,7;1,7;0,026;0,592;0,6;0;;;;;;;;
23,12;1,683;1,683;0,041;0,592;0,6;0;;;;;;;;
23,14;1,711;1,711;0,018;0,592;0,6;0;;;;;;;;
23,16;1,729;1,729;0,004;0,592;0,6;0;;;;;;;;
23,18;1,734;1,734;0;0,592;0,6;0;;;;;;;;
23,2;1,735;1,735;-0,001;0,592;0,6;0;;;;;;;;
23,22;1,735;1,735;0;0,592;0,6;0;;;;;;;;
23,24;1,735;1,735;0;0,592;0,6;0;;;;;;;;
23,26;1,735;1,735;0;0,592;0,6;0;;;;;;;;
23,28;1,736;1,736;0;0,592;0,6;0;;;;;;;;
23,3;1,702;1,702;0,026;0,593;0,6;0;;;;;;;;
23,32;1,685;1,685;0,041;0,593;0,6;0;;;;;;;;
23,34;1,713;1,713;0,018;0,593;0,6;0;;;;;;;;
23,36;1,73;1,73;0,004;0,593;0,6;0;;;;;;;;
23,38;1,736;1,736;0;0,593;0,6;0;;;;;;;;
23,4;1,736;1,736;-0,001;0,593;0,6;0;;;;;;;;
23,42;1,736;1,736;0;0,593;0,6;0;;;;;;;;
23,44;1,736;1,736;0;0,593;0,6;0;;;;;;;;
23,46;1,736;1,736;0;0,593;0,6;0;;;;;;;;
23,48;1,737;1,737;0;0,593;0,6;0;;;;;;;;
23,5;1,737;1,737;0;0,593;0,6;0;;;;;;;;
23,52;1,737;1,737;0;0,593;0,6;0;;;;;;;;
23,54;1,738;1,738;0;0,593;0,6;0;;;;;;;;
23,56;1,738;1,738;0;0,593;0,6;0;;;;;;;;
23,58;1,738;1,738;0;0,593;0,6;0;;;;;;;;
23,6;1,738;1,738;0;0,593;0,6;0;;;;;;;;
23,62;1,739;1,739;0;0,593;0,6;0;;;;;;;;
23,64;1,739;1,739;0;0,593;0,6;0;;;;;;;;
23,66;1,739;1,739;0;0,593;0,6;0;;;;;;;;
23,68;1,74;1,74;0;0,593;0,6;0;;;;;;;;
23,7;1,74;1,74;0;0,593;0,6;0;;;;;;;;
23,72;1,74;1,74;0;0,593;0,6;0;;;;;;;;
23,74;1,741;1,741;0;0,593;0,6;0;;;;;;;;
23,76;1,741;1,741;0;0,593;0,6;0;;;;;;;;
23,78;1,741;1,741;0;0,593;0,6;0;;;;;;;;
23,8;1,742;1,742;0;0,593;0,6;0;;;;;;;;
23,82;1,742;1,742;0;0,593;0,6;0;;;;;;;;
23,84;1,742;1,742;0;0,593;0,6;0;;;;;;;;
23,86;1,742;1,742;0;0,593;0,6;0;;;;;;;;
23,88;1,743;1,743;0;0,593;0,6;0;;;;;;;;
23,9;1,743;1,743;0;0,593;0,6;0;;;;;;;;
23,92;1,743;1,743;0;0,593;0,6;0;;;;;;;;
23,94;1,744;1,744;0;0,593;0,6;0;;;;;;;;
23,96;1,744;1,744;0;0,593;0,6;0;;;;;;;;
23,98;1,744;1,744;0;0,593;0,6;0;;;;;;;;
24;1,745;1,745;0;0,593;0,6;0;;;;;;;;
24,02;1,745;1,745;0;0,593;0,6;0;;;;;;;;
24,04;1,779;1,779;-0,026;0,592;0,6;0;;;;;;;;
24,06;1,797;1,797;-0,041;0,592;0,6;0;;;;;;;;
24,08;1,736;1,736;0,008;0,593;0,6;0;;;;;;;;
24,1;1,702;1,702;0,037;0,593;0,6;0;;;;;;;;
24,12;1,724;1,724;0,019;0,593;0,6;0;;;;;;;;
24,14;1,741;1,741;0,005;0,593;0,6;0;;;;;;;;
24,16;1,747;1,747;0;0,593;0,6;0;;;;;;;;
24,18;1,748;1,748;-0,001;0,593;0,6;0;;;;;;;;
24,2;1,748;1,748;0;0,593;0,6;0;;;;;;;;
24,22;1,714;1,714;0,026;0,595;0,6;0;;;;;;;;
24,24;1,697;1,697;0,041;0,595;0,6;0;;;;;;;;
24,26;1,725;1,725;0,018;0,595;0,6;0;;;;;;;;
24,28;1,742;1,742;0,004;0,595;0,6;0;;;;;;;;
24,3;1,747;1,747;0;0,595;0,6;0;;;;;;;;
24,32;1,714;1,714;0,026;0,597;0,6;0;;;;;;;;
24,34;1,696;1,696;0,04;0,597;0,6;0;;;;;;;;
24,36;1,723;1,723;0,018;0,597;0,6;0;;;;;;;;
24,38;1,741;1,741;0,004;0,597;0,6;0;;;;;;;;
24,4;1,712;1,712;0,026;0,599;0,6;0;;;;;;;;
24,42;1,695;1,695;0,04;0,599;0,6;0;;;;;;;;
24,44;1,722;1,722;0,018;0,599;0,6;0;;;;;;;;
24,46;1,739;1,739;0,004;0,599;0,6;0;;;;;;;;
24,48;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,5;1,745;1,745;-0,001;0,599;0,6;0;;;;;;;;
24,52;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,54;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,56;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,58;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,6;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,62;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,64;1,71;1,71;0,026;0,6;0,6;0;;;;;;;;
24,66;1,693;1,693;0,041;0,6;0,6;0;;;;;;;;
24,68;1,72;1,72;0,018;0,6;0,6;0;;;;;;;;
24,7;1,737;1,737;0,004;0,6;0,6;0;;;;;;;;
24,72;1,742;1,742;0;0,6;0,6;0;;;;;;;;
24,74;1,743;1,743;-0,001;0,6;0,6;0;;;;;;;;
24,76;1,776;1,776;-0,027;0,599;0,6;0;;;;;;;;
24,78;1,793;1,793;-0,041;0,599;0,6;0;;;;;;;;
24,8;1,766;1,766;-0,018;0,599;0,6;0;;;;;;;;
24,82;1,749;1,749;-0,004;0,599;0,6;0;;;;;;;;
24,84;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,86;1,743;1,743;0,001;0,599;0,6;0;;;;;;;;
24,88;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,9;1,744;1,744;0;0,599;0,6;0;;;;;;;;
24,92;1,71;1,71;0,026;0,6;0,6;0;;;;;;;;
24,94;1,693;1,693;0,041;0,6;0,6;0;;;;;;;;
24,96;1,72;1,72;0,018;0,6;0,6;0;;;;;;;;
24,98;1,737;1,737;0,004;0,6;0,6;0;;;;;;;;
25;1,743;1,743;0;0,6;0,6;0;;;;;;;;
25,02;1,743;1,743;-0,001;0,6;0,6;0;;;;;;;;
25,04;1,743;1,743;0;0,6;0,6;0;;;;;;;;
25,06;1,742;1,742;0;0,6;0,6;0;;;;;;;;
25,08;1,742;1,742;0;0,6;0,6;0;;;;;;;;
25,1;1,742;1,742;0;0,6;0,6;0;;;;;;;;
25,12;1,742;1,742;0;0,6;0,6;0;;;;;;;;
25,14;1,742;1,742;0;0,6;0,6;0;;;;;;;;
25,16;1,742;1,742;0;0,6;0,6;0;;;;;;;;
25,18;1,742;1,742;0;0,6;0,6;0;;;;;;;;
25,2;1,742;1,742;0;0,6;0,6;0;;;;;;;;
25,22;1,776;1,776;-0,026;0,599;0,6;0;;;;;;;;
25,24;1,793;1,793;-0,041;0,599;0,6;0;;;;;;;;
25,26;1,766;1,766;-0,018;0,599;0,6;0;;;;;;;;
25,28;1,749;1,749;-0,004;0,599;0,6;0;;;;;;;;
25,3;1,744;1,744;0;0,599;0,6;0;;;;;;;;
25,32;1,743;1,743;0,001;0,599;0,6;0;;;;;;;;
25,34;1,744;1,744;0;0,599;0,6;0;;;;;;;;
25,36;1,744;1,744;0;0,599;0,6;0;;;;;;;;
25,38;1,745;1,745;0;0,599;0,6;0;;;;;;;;
25,4;1,745;1,745;0;0,599;0,6;0;;;;;;;;
25,42;1,711;1,711;0,026;0,6;0,6;0;;;;;;;;
25,44;1,694;1,694;0,041;0,6;0,6;0;;;;;;;;
25,46;1,721;1,721;0,018;0,6;0,6;0;;;;;;;;
25,48;1,738;1,738;0,004;0,6;0,6;0;;;;;;;;
25,5;1,743;1,743;0;0,6;0,6;0;;;;;;;;
25,52;1,709;1,709;0,026;0,602;0,6;0;;;;;;;;
25,54;1,692;1,692;0,04;0,602;0,6;0;;;;;;;;
25,56;1,718;1,718;0,018;0,602;0,6;0;;;;;;;;
25,58;1,735;1,735;0,004;0,602;0,6;0;;;;;;;;
25,6;1,74;1,74;0;0,602;0,6;0;;;;;;;;
25,62;1,741;1,741;-0,001;0,602;0,6;0;;;;;;;;
25,64;1,74;1,74;0;0,602;0,6;0;;;;;;;;
25,66;1,706;1,706;0,026;0,604;0,6;0;;;;;;;;
25,68;1,688;1,688;0,041;0,604;0,6;0;;;;;;;;
25,7;1,715;1,715;0,018;0,604;0,6;0;;;;;;;;
25,72;1,732;1,732;0,004;0,604;0,6;0;;;;;;;;
25,74;1,737;1,737;0;0,604;0,6;0;;;;;;;;
25,76;1,737;1,737;-0,001;0,604;0,6;0;;;;;;;;
25,78;1,737;1,737;0;0,604;0,6;0;;;;;;;;
25,8;1,736;1,736;0;0,604;0,6;0;;;;;;;;
25,82;1,736;1,736;0;0,604;0,6;0;;;;;;;;
25,84;1,736;1,736;0;0,604;0,6;0;;;;;;;;
25,86;1,736;1,736;0;0,604;0,6;0;;;;;;;;
25,88;1,735;1,735;0;0,604;0,6;0;;;;;;;;
25,9;1,735;1,735;0;0,604;0,6;0;;;;;;;;
25,92;1,735;1,735;0;0,604;0,6;0;;;;;;;;
25,94;1,735;1,735;0;0,604;0,6;0;;;;;;;;
25,96;1,769;1,769;-0,026;0,602;0,6;0;;;;;;;;
25,98;1,786;1,786;-0,041;0,602;0,6;0;;;;;;;;
26;1,758;1,758;-0,018;0,602;0,6;0;;;;;;;;
26,02;1,741;1,741;-0,004;0,602;0,6;0;;;;;;;;
26,04;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,06;1,735;1,735;0,001;0,602;0,6;0;;;;;;;;
26,08;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,1;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,12;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,14;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,16;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,18;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,2;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,22;1,736;1,736;0;0,602;0,6;0;;;;;;;;
26,24;1,735;1,735;0;0,602;0,6;0;;;;;;;;
26,26;1,735;1,735;0;0,602;0,6;0;;;;;;;;
26,28;1,735;1,735;0;0,602;0,6;0;;;;;;;;
26,3;1,735;1,735;0;0,602;0,6;0;;;;;;;;
26,32;1,735;1,735;0;0,602;0,6;0;;;;;;;;
26,34;1,735;1,735;0;0,602;0,6;0;;;;;;;;
26,36;1,735;1,735;0;0,602;0,6;0;;;;;;;;
26,38;1,769;1,769;-0,026;0,6;0,6;0;;;;;;;;
26,4;1,786;1,786;-0,041;0,6;0,6;0;;;;;;;;
26,42;1,759;1,759;-0,018;0,6;0,6;0;;;;;;;;
26,44;1,742;1,742;-0,004;0,6;0,6;0;;;;;;;;
26,46;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,48;1,736;1,736;0,001;0,6;0,6;0;;;;;;;;
26,5;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,52;1,703;1,703;0,026;0,602;0,6;0;;;;;;;;
26,54;1,685;1,685;0,041;0,602;0,6;0;;;;;;;;
26,56;1,713;1,713;0,018;0,602;0,6;0;;;;;;;;
26,58;1,73;1,73;0,004;0,602;0,6;0;;;;;;;;
26,6;1,735;1,735;0;0,602;0,6;0;;;;;;;;
26,62;1,735;1,735;-0,001;0,602;0,6;0;;;;;;;;
26,64;1,734;1,734;0;0,602;0,6;0;;;;;;;;
26,66;1,734;1,734;0;0,602;0,6;0;;;;;;;;
26,68;1,734;1,734;0;0,602;0,6;0;;;;;;;;
26,7;1,768;1,768;-0,026;0,6;0,6;0;;;;;;;;
26,72;1,785;1,785;-0,041;0,6;0,6;0;;;;;;;;
26,74;1,758;1,758;-0,018;0,6;0,6;0;;;;;;;;
26,76;1,741;1,741;-0,004;0,6;0,6;0;;;;;;;;
26,78;1,735;1,735;0;0,6;0,6;0;;;;;;;;
26,8;1,735;1,735;0,001;0,6;0,6;0;;;;;;;;
26,82;1,735;1,735;0;0,6;0,6;0;;;;;;;;
26,84;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,86;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,88;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,9;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,92;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,94;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,96;1,736;1,736;0;0,6;0,6;0;;;;;;;;
26,98;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,02;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,04;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,06;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,08;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,1;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,12;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,14;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,16;1,736;1,736;0;0,6;0,6;0;;;;;;;;
27,18;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,2;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,22;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,24;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,26;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,28;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,3;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,32;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,34;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,36;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,38;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,4;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,42;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,44;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,46;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,48;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,5;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,52;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,54;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,56;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,58;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,6;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,62;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,64;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,66;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,68;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,7;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,72;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,74;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,76;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,78;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,8;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,82;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,84;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,86;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,88;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,9;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,92;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,94;1,735;1,735;0;0,6;0,6;0;;;;;;;;
27,96;1,701;1,701;0,026;0,602;0,6;0;;;;;;;;
27,98;1,683;1,683;0,041;0,602;0,6;0;;;;;;;;
28;1,711;1,711;0,018;0,602;0,6;0;;;;;;;;
28,02;1,728;1,728;0,004;0,602;0,6;0;;;;;;;;
28,04;1,733;1,733;0;0,602;0,6;0;;;;;;;;
28,06;1,733;1,733;-0,001;0,602;0,6;0;;;;;;;;
28,08;1,732;1,732;0;0,602;0,6;0;;;;;;;;
28,1;1,732;1,732;0;0,602;0,6;0;;;;;;;;
28,12;1,732;1,732;0;0,602;0,6;0;;;;;;;;
28,14;1,732;1,732;0;0,602;0,6;0;;;;;;;;
28,16;1,732;1,732;0;0,602;0,6;0;;;;;;;;
28,18;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,2;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,22;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,24;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,26;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,28;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,3;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,32;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,34;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,36;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,38;1,765;1,765;-0,026;0,6;0,6;0;;;;;;;;
28,4;1,782;1,782;-0,041;0,6;0,6;0;;;;;;;;
28,42;1,754;1,754;-0,018;0,6;0,6;0;;;;;;;;
28,44;1,737;1,737;-0,004;0,6;0,6;0;;;;;;;;
28,46;1,732;1,732;0;0,6;0,6;0;;;;;;;;
28,48;1,697;1,697;0,027;0,602;0,6;0;;;;;;;;
28,5;1,681;1,681;0,041;0,602;0,6;0;;;;;;;;
28,52;1,708;1,708;0,018;0,602;0,6;0;;;;;;;;
28,54;1,725;1,725;0,004;0,602;0,6;0;;;;;;;;
28,56;1,731;1,731;0;0,602;0,6;0;;;;;;;;
28,58;1,731;1,731;-0,001;0,602;0,6;0;;;;;;;;
28,6;1,73;1,73;0;0,602;0,6;0;;;;;;;;
28,62;1,73;1,73;0;0,602;0,6;0;;;;;;;;
28,64;1,73;1,73;0;0,602;0,6;0;;;;;;;;
28,66;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,68;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,7;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,72;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,74;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,76;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,78;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,8;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,82;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,84;1,729;1,729;0;0,602;0,6;0;;;;;;;;
28,86;1,728;1,728;0;0,602;0,6;0;;;;;;;;
28,88;1,728;1,728;0;0,602;0,6;0;;;;;;;;
28,9;1,728;1,728;0;0,602;0,6;0;;;;;;;;
28,92;1,728;1,728;0;0,602;0,6;0;;;;;;;;
28,94;1,728;1,728;0;0,602;0,6;0;;;;;;;;
28,96;1,728;1,728;0;0,602;0,6;0;;;;;;;;
28,98;1,728;1,728;0;0,602;0,6;0;;;;;;;;
29;1,762;1,762;-0,026;0,6;0,6;0;;;;;;;;
29,02;1,779;1,779;-0,041;0,6;0,6;0;;;;;;;;
29,04;1,752;1,752;-0,018;0,6;0,6;0;;;;;;;;
29,06;1,735;1,735;-0,004;0,6;0,6;0;;;;;;;;
29,08;1,729;1,729;0;0,6;0,6;0;;;;;;;;
29,1;1,729;1,729;0,001;0,6;0,6;0;;;;;;;;
29,12;1,729;1,729;0;0,6;0,6;0;;;;;;;;
29,14;1,73;1,73;0;0,6;0,6;0;;;;;;;;
29,16;1,696;1,696;0,026;0,602;0,6;0;;;;;;;;
29,18;1,678;1,678;0,041;0,602;0,6;0;;;;;;;;
29,2;1,706;1,706;0,018;0,602;0,6;0;;;;;;;;
29,22;1,723;1,723;0,004;0,602;0,6;0;;;;;;;;
29,24;1,728;1,728;0;0,602;0,6;0;;;;;;;;
29,26;1,728;1,728;-0,001;0,602;0,6;0;;;;;;;;
29,28;1,727;1,727;0;0,602;0,6;0;;;;;;;;
29,3;1,761;1,761;-0,026;0,6;0,6;0;;;;;;;;
29,32;1,778;1,778;-0,041;0,6;0,6;0;;;;;;;;
29,34;1,751;1,751;-0,018;0,6;0,6;0;;;;;;;;
29,36;1,734;1,734;-0,004;0,6;0,6;0;;;;;;;;
29,38;1,728;1,728;0;0,6;0,6;0;;;;;;;;
29,4;1,728;1,728;0,001;0,6;0,6;0;;;;;;;;
29,42;1,729;1,729;0;0,6;0,6;0;;;;;;;;
29,44;1,729;1,729;0;0,6;0,6;0;;;;;;;;
29,46;1,729;1,729;0;0,6;0,6;0;;;;;;;;
29,48;1,695;1,695;0,026;0,602;0,6;0;;;;;;;;
29,5;1,678;1,678;0,041;0,602;0,6;0;;;;;;;;
29,52;1,705;1,705;0,018;0,602;0,6;0;;;;;;;;
29,54;1,722;1,722;0,004;0,602;0,6;0;;;;;;;;
29,56;1,727;1,727;0;0,602;0,6;0;;;;;;;;
29,58;1,727;1,727;-0,001;0,602;0,6;0;;;;;;;;
29,6;1,727;1,727;0;0,602;0,6;0;;;;;;;;
29,62;1,726;1,726;0;0,602;0,6;0;;;;;;;;
