Tiempo ,VELOCIDA,CORRIENT,ENTRADA
13.78,0.035,-0.004,0
13.79,0.035,-0.004,0
13.8,0.037,-0.004,0
13.81,0.035,-0.004,0
13.82,0.035,-0.005,0
13.83,0.035,-0.004,0
13.84,0.037,-0.004,0
13.85,0.032,-0.004,0
13.86,0.035,-0.004,0
13.87,0.035,-0.005,0
13.88,0.037,-0.004,0
13.89,0.035,-0.004,0
13.9,0.037,-0.004,0
13.91,0.035,-0.004,0
13.92,0.035,-0.005,0
13.93,0.035,-0.005,0
13.94,0.035,-0.005,0
13.95,0.035,-0.004,0
13.96,0.032,-0.005,0
13.97,0.035,-0.004,0
13.98,0.035,-0.005,0
13.99,0.037,-0.005,0
14,0.035,-0.004,0
14.01,0.035,-0.005,0
14.02,0.035,-0.005,0
14.03,0.035,-0.004,0
14.04,0.035,-0.005,0
14.05,0.035,-0.004,0
14.06,0.035,-0.005,0
14.07,0.037,-0.004,0
14.08,0.035,-0.005,0
14.09,0.037,-0.005,0
14.1,0.035,-0.004,0
14.11,0.035,-0.004,0
14.12,0.035,-0.005,0
14.13,0.035,-0.005,0
14.14,0.035,-0.005,0
14.15,0.035,-0.004,0
14.16,0.035,-0.005,0
14.17,0.035,-0.005,0
14.18,0.035,-0.005,0
14.19,0.035,-0.005,0
14.2,0.037,-0.004,0
14.21,0.032,-0.005,0
14.22,0.035,-0.006,0
14.23,0.032,-0.005,0
14.24,0.035,-0.005,0
14.25,0.032,-0.004,0
14.26,0.035,-0.004,0
14.27,0.032,-0.005,0
14.28,0.035,-0.005,0
14.29,0.035,-0.005,0
14.3,0.035,-0.004,0
14.31,0.032,-0.005,0
14.32,0.035,-0.005,0
14.33,0.035,-0.005,0
14.34,0.035,-0.005,0
14.35,0.035,-0.005,0
14.36,0.035,-0.005,0
14.37,0.032,-0.005,0
14.38,0.032,-0.006,0
14.39,0.032,-0.006,0
14.4,0.035,-0.006,0
14.41,0.032,-0.006,0
14.42,0.032,-0.006,0
14.43,0.035,-0.006,0
14.44,0.032,-0.007,0
14.45,0.035,-0.006,0
14.46,0.03,-0.006,0
14.47,0.032,-0.006,0
14.48,0.032,-0.007,0
14.49,0.032,-0.007,0
14.5,0.03,-0.006,0
14.51,0.032,-0.007,0
14.52,0.032,-0.007,0
14.53,0.03,-0.007,0
14.54,0.035,-0.007,0
14.55,0.032,-0.007,0
14.56,0.03,-0.007,0
14.57,0.03,-0.007,0
14.58,0.032,-0.007,0
14.59,0.032,-0.007,0
14.6,0.03,-0.007,0
14.61,0.03,-0.006,0
14.62,0.032,-0.006,0
14.63,0.03,-0.006,0
14.64,0.03,-0.007,0
14.65,0.03,-0.007,0
14.66,0.032,-0.007,0
14.67,0.027,-0.007,0
14.68,0.03,-0.007,0
14.69,0.03,-0.007,0
14.7,0.03,-0.007,0
14.71,0.03,-0.007,0
14.72,0.03,-0.007,0
14.73,0.03,-0.006,0
14.74,0.03,-0.007,0
14.75,0.027,-0.007,0
14.76,0.03,-0.007,0
14.77,0.027,-0.007,0
14.78,0.027,-0.005,0
14.79,0.027,-0.007,0
14.8,0.03,-0.007,0
14.81,0.03,-0.006,0
14.82,0.027,-0.007,0
14.83,0.027,-0.007,0
14.84,0.025,-0.007,0
14.85,0.025,-0.007,0
14.86,0.027,-0.006,0
14.87,0.027,-0.007,0
14.88,0.025,-0.007,0
14.89,0.025,-0.007,0
14.9,0.025,-0.007,0
14.91,0.027,-0.007,0
14.92,0.027,-0.007,0
14.93,0.025,-0.007,0
14.94,0.025,-0.007,0
14.95,0.025,-0.006,0
14.96,0.025,-0.006,0
14.97,0.025,-0.007,0
14.98,0.025,-0.005,0
14.99,0.027,-0.006,0
15,0.022,-0.007,0
15.01,0.022,-0.007,0
15.02,0.025,-0.007,0
15.03,0.025,-0.006,0
15.04,0.025,-0.006,0
15.05,0.022,-0.007,0
15.06,0.022,-0.007,0
15.07,0.022,-0.007,0
15.08,0.022,-0.007,0
15.09,0.022,-0.006,0
15.1,0.025,-0.007,0
15.11,0.022,-0.007,0
15.12,0.022,-0.007,0
15.13,0.022,-0.006,0
15.14,0.022,-0.006,0
15.15,0.022,-0.006,0
15.16,0.022,-0.006,0
15.17,0.022,-0.007,0
15.18,0.022,-0.006,0
15.19,0.022,-0.005,0
15.2,0.02,-0.007,0
15.21,0.02,-0.006,0
15.22,0.022,-0.006,0
15.23,0.02,-0.006,0
15.24,0.02,-0.006,0
15.25,0.02,-0.006,0
15.26,0.018,-0.006,0
15.27,0.018,-0.007,0
15.28,0.018,-0.007,0
15.29,0.02,-0.007,0
15.3,0.02,-0.006,0
15.31,0.018,-0.006,0
15.32,0.02,-0.007,0
15.33,0.018,-0.006,0
15.34,0.02,-0.006,0
15.35,0.02,-0.007,0
15.36,0.02,-0.006,0
15.37,0.02,-0.007,0
15.38,0.018,-0.007,0
15.39,0.018,-0.006,0
15.4,0.018,-0.007,0
15.41,0.015,-0.006,0
15.42,0.018,-0.007,0
15.43,0.018,-0.007,0
15.44,0.015,-0.005,0
15.45,0.018,-0.006,0
15.46,0.015,-0.006,0
15.47,0.015,-0.007,0
15.48,0.018,-0.007,0
15.49,0.018,-0.007,0
15.5,0.015,-0.006,0
15.51,0.015,-0.006,0
15.52,0.018,-0.007,0
15.53,0.015,-0.007,0
15.54,0.015,-0.005,0
15.55,0.015,-0.006,0
15.56,0.015,-0.005,0
15.57,0.015,-0.006,0
15.58,0.012,-0.007,0
15.59,0.015,-0.005,0
15.6,0.015,-0.005,0
15.61,0.015,-0.005,0
15.62,0.015,-0.006,0
15.63,0.015,-0.006,0
15.64,0.012,-0.006,0
15.65,0.015,-0.006,0
15.66,0.012,-0.005,0
15.67,0.012,-0.006,0
15.68,0.015,-0.006,0
15.69,0.01,-0.005,0
15.7,0.012,-0.005,0
15.71,0.012,-0.005,0
15.72,0.012,-0.005,0
15.73,0.01,-0.006,0
15.74,0.015,-0.005,0
15.75,0.012,-0.005,0
15.76,0.01,-0.005,0
15.77,0.01,-0.005,0
15.78,0.015,-0.005,0
15.79,0.01,-0.005,0
15.8,0.01,-0.006,0
15.81,0.01,-0.005,0
15.82,0.01,-0.005,0
15.83,0.01,-0.006,0
15.84,0.01,-0.005,0
15.85,0.012,-0.005,0
15.86,0.01,-0.005,0
15.87,0.012,-0.005,0
15.88,0.008,-0.005,0
15.89,0.012,-0.005,0
15.9,0.01,-0.005,0
15.91,0.01,-0.004,0
15.92,0.008,-0.004,0
15.93,0.012,-0.005,0
15.94,0.008,-0.004,0
15.95,0.01,-0.005,0
15.96,0.01,-0.005,0
15.97,0.01,-0.004,0
15.98,0.01,-0.005,0
15.99,0.01,-0.005,0
16,0.008,-0.004,0
16.01,0.01,-0.004,0
16.02,0.008,-0.004,0
16.03,0.01,-0.005,0
16.04,0.01,-0.005,0
16.05,0.008,-0.005,0
16.06,0.01,-0.004,0
16.07,0.008,-0.004,0
16.08,0.01,-0.005,0
16.09,0.008,-0.005,0
16.1,0.01,-0.005,0
16.11,0.008,-0.004,0
16.12,0.01,-0.004,0
16.13,0.008,-0.004,0
16.14,0.01,-0.004,0
16.15,0.008,-0.005,0
16.16,0.01,-0.005,0
16.17,0.008,-0.004,0
16.18,0.008,-0.005,0
16.19,0.008,-0.004,0
16.2,0.008,-0.004,0
16.21,0.008,-0.004,0
16.22,0.008,-0.004,0
16.23,0.01,-0.005,0
16.24,0.008,-0.004,0
16.25,0.008,-0.004,0
16.26,0.008,-0.004,0
16.27,0.01,-0.004,0
16.28,0.008,-0.004,0
16.29,0.01,-0.004,0
16.3,0.005,-0.005,0
16.31,0.01,-0.004,0
16.32,0.008,-0.004,0
16.33,0.008,-0.004,0
16.34,0.008,-0.004,0
16.35,0.01,-0.004,0
16.36,0.008,-0.004,0
16.37,0.01,-0.004,0
16.38,0.008,-0.004,0
16.39,0.008,-0.004,0
16.4,0.008,-0.004,0
16.41,0.008,-0.005,0
16.42,0.008,-0.004,0
16.43,0.008,-0.004,0
16.44,0.008,-0.004,0
16.45,0.008,-0.004,0
16.46,0.008,-0.004,0
16.47,0.008,-0.004,0
16.48,0.01,-0.004,0
16.49,0.008,-0.004,0
16.5,0.01,-0.004,0
16.51,0.008,-0.004,0
16.52,0.01,-0.003,0
16.53,0.008,-0.004,0
16.54,0.01,-0.003,0
16.55,0.008,-0.004,0
16.56,0.008,-0.004,0
16.57,0.005,-0.004,0
16.58,0.01,-0.003,0
16.59,0.008,-0.003,0
16.6,0.008,-0.003,0
16.61,0.008,-0.003,0
16.62,0.01,-0.003,0
16.63,0.008,-0.004,0
16.64,0.008,-0.002,0
16.65,0.01,-0.003,0
16.66,0.008,-0.002,0
16.67,0.01,-0.003,0
16.68,0.008,-0.004,0
16.69,0.01,-0.003,0
16.7,0.008,-0.002,0
16.71,0.01,-0.003,0
16.72,0.008,-0.003,0
16.73,0.01,-0.003,0
16.74,0.005,-0.002,0
16.75,0.01,-0.002,0
16.76,0.01,-0.003,0
16.77,0.01,-0.002,0
16.78,0.008,-0.003,0
16.79,0.012,-0.002,0
16.8,0.008,-0.002,0
16.81,0.01,-0.002,0
16.82,0.01,-0.003,0
16.83,0.01,-0.002,0
16.84,0.01,-0.002,0
16.85,0.01,-0.002,0
16.86,0.01,-0.003,0
16.87,0.008,-0.003,0
16.88,0.012,-0.003,0
16.89,0.01,-0.003,0
16.9,0.012,-0.003,0
16.91,0.01,-0.003,0
16.92,0.012,-0.002,0
16.93,0.01,-0.004,0
16.94,0.012,-0.003,0
16.95,0.01,-0.002,0
16.96,0.012,-0.003,0
16.97,0.01,-0.002,0
16.98,0.012,-0.004,0
16.99,0.012,-0.002,0
17,0.012,-0.002,0
17.01,0.012,-0.002,0
17.02,0.01,-0.002,0
17.03,0.012,-0.003,0
17.04,0.012,-0.003,0
17.05,0.012,-0.003,0
17.06,0.012,-0.002,0
17.07,0.012,-0.002,0
17.08,0.01,-0.003,0
17.09,0.015,-0.002,0
17.1,0.01,-0.002,0
17.11,0.015,-0.002,0
17.12,0.01,-0.002,0
17.13,0.018,-0.002,0
17.14,0.012,-0.002,0
17.15,0.015,-0.002,0
17.16,0.012,-0.002,0
17.17,0.015,-0.002,0
17.18,0.012,-0.003,0
17.19,0.015,-0.002,0
17.2,0.012,-0.002,0
17.21,0.015,-0.002,0
17.22,0.015,-0.002,0
17.23,0.015,-0.002,0
17.24,0.015,-0.003,0
17.25,0.015,-0.002,0
17.26,0.015,-0.003,0
17.27,0.015,-0.002,0
17.28,0.018,-0.002,0
17.29,0.018,-0.003,0
17.3,0.015,-0.002,0
17.31,0.015,-0.003,0
17.32,0.02,-0.002,0
17.33,0.012,-0.002,0
17.34,0.018,-0.002,0
17.35,0.012,-0.002,0
17.36,0.02,-0.002,0
17.37,0.018,-0.002,0
17.38,0.018,-0.003,0
17.39,0.018,-0.002,0
17.4,0.018,-0.002,0
17.41,0.018,-0.002,0
17.42,0.018,-0.002,0
17.43,0.018,-0.002,0
17.44,0.018,-0.002,0
17.45,0.018,-0.002,0
17.46,0.018,-0.002,0
17.47,0.02,-0.002,0
17.48,0.018,-0.002,0
17.49,0.02,-0.002,0
17.5,0.018,-0.002,0
17.51,0.022,-0.002,0
17.52,0.02,-0.002,0
17.53,0.02,-0.002,0
17.54,0.02,-0.002,0
17.55,0.025,-0.002,0
17.56,0.02,-0.002,0
17.57,0.022,-0.002,0
17.58,0.018,-0.002,0
17.59,0.022,-0.002,0
17.6,0.022,-0.002,0
17.61,0.022,-0.002,0
17.62,0.022,-0.002,0
17.63,0.02,-0.002,0
17.64,0.02,-0.002,0
17.65,0.022,-0.002,0
17.66,0.022,-0.002,0
17.67,0.02,-0.002,0
17.68,0.022,-0.002,0
17.69,0.02,-0.002,0
17.7,0.025,-0.002,0
17.71,0.02,-0.002,0
17.72,0.025,-0.002,0
17.73,0.02,-0.002,0
17.74,0.027,-0.002,0
17.75,0.022,-0.002,0
17.76,0.027,-0.002,0
17.77,0.025,-0.002,0
17.78,0.025,-0.002,0
17.79,0.022,-0.003,0
17.8,0.027,-0.002,0
17.81,0.025,-0.002,0
17.82,0.025,-0.002,0
17.83,0.027,-0.002,0
17.84,0.027,-0.002,0
17.85,0.025,-0.002,0
17.86,0.025,-0.002,0
17.87,0.027,-0.002,0
17.88,0.025,-0.002,0
17.89,0.027,-0.002,0
17.9,0.022,-0.002,0
17.91,0.027,-0.003,0
17.92,0.025,-0.002,0
17.93,0.03,-0.002,0
17.94,0.025,-0.003,0
17.95,0.03,-0.002,0
17.96,0.025,-0.003,0
17.97,0.027,-0.002,0
17.98,0.027,-0.003,0
17.99,0.027,-0.002,0
18,0.025,-0.002,0
18.01,0.027,-0.002,0
18.02,0.03,-0.004,0
18.03,0.027,-0.002,0
18.04,0.027,-0.003,0
18.05,0.027,-0.002,0
18.06,0.027,-0.003,0
18.07,0.027,-0.004,0
18.08,0.03,-0.003,0
18.09,0.027,-0.002,0
18.1,0.032,-0.003,0
18.11,0.027,-0.003,0
18.12,0.03,-0.004,0
18.13,0.027,-0.003,0
18.14,0.032,-0.002,0
18.15,0.027,-0.002,0
18.16,0.032,-0.003,0
18.17,0.027,-0.004,0
18.18,0.03,-0.003,0
18.19,0.03,-0.003,0
18.2,0.032,-0.002,0
18.21,0.03,-0.002,0
18.22,0.03,-0.003,0
18.23,0.03,-0.003,0
18.24,0.032,-0.004,0
18.25,0.03,-0.002,0
18.26,0.032,-0.003,0
18.27,0.032,-0.003,0
18.28,0.032,-0.003,0
18.29,0.032,-0.003,0
18.3,0.032,-0.003,0
18.31,0.032,-0.003,0
18.32,0.032,-0.004,0
18.33,0.035,-0.003,0
18.34,0.032,-0.004,0
18.35,0.035,-0.003,0
18.36,0.032,-0.004,0
18.37,0.035,-0.003,0
18.38,0.032,-0.004,0
18.39,0.035,-0.004,0
18.4,0.032,-0.003,0
18.41,0.032,-0.003,0
18.42,0.032,-0.004,0
18.43,0.035,-0.004,0
18.44,0.035,-0.004,0
18.45,0.035,-0.003,0
18.46,0.035,-0.003,0
18.47,0.032,-0.004,0
18.48,0.032,-0.004,0
18.49,0.032,-0.004,0
18.5,0.035,-0.004,0
18.51,0.035,-0.003,0
18.52,0.035,-0.004,0
18.53,0.032,-0.004,0
18.54,0.037,-0.004,0
18.55,0.035,-0.004,0
18.56,0.035,-0.004,0
18.57,0.032,-0.004,0
18.58,0.035,-0.004,0
18.59,0.035,-0.004,0
18.6,0.037,-0.004,0
18.61,0.035,-0.004,0
18.62,0.035,-0.004,0
18.63,0.035,-0.004,0
18.64,0.035,-0.004,0
18.65,0.035,-0.004,0
18.66,0.035,-0.004,0
18.67,0.035,-0.004,0
18.68,0.035,-0.004,0
18.69,0.035,-0.005,0
18.7,0.032,-0.004,0
18.71,0.035,-0.005,0
18.72,0.035,-0.004,0
18.73,0.037,-0.004,0
18.74,0.035,-0.005,0
18.75,0.037,-0.004,0
18.76,0.035,-0.004,0
18.77,0.037,-0.004,0
18.78,0.032,-0.004,0
18.79,0.037,-0.005,0
18.8,0.035,-0.005,0
18.81,0.035,-0.004,0
18.82,0.035,-0.005,0
18.83,0.035,-0.004,0
18.84,0.035,-0.005,0
18.85,0.035,-0.005,0
18.86,0.035,-0.004,0
18.87,0.035,-0.004,0
18.88,0.035,-0.004,0
18.89,0.035,-0.005,0
18.9,0.037,-0.005,0
18.91,0.035,-0.004,0
18.92,0.035,-0.004,0
18.93,0.032,-0.004,0
18.94,0.035,-0.005,0
18.95,0.035,-0.005,0
18.96,0.037,-0.005,0
18.97,0.035,-0.005,0
18.98,0.035,-0.004,0
18.99,0.032,-0.005,0
19,0.035,-0.005,0
19.01,0.035,-0.005,0
19.02,0.035,-0.005,0
19.03,0.037,-0.005,0
19.04,0.035,-0.005,0
19.05,0.035,-0.005,0
19.06,0.035,-0.005,0
19.07,0.037,-0.005,0
19.08,0.035,-0.004,0
19.09,0.035,-0.005,0
19.1,0.035,-0.005,0
19.11,0.035,-0.004,0
19.12,0.035,-0.005,0
19.13,0.037,-0.005,0
19.14,0.035,-0.005,0
19.15,0.037,-0.005,0
19.16,0.032,-0.005,0
19.17,0.035,-0.005,0
19.18,0.032,-0.005,0
19.19,0.035,-0.005,0
19.2,0.035,-0.005,0
19.21,0.035,-0.005,0
19.22,0.035,-0.006,0
19.23,0.035,-0.005,0
19.24,0.035,-0.005,0
19.25,0.035,-0.006,0
19.26,0.035,-0.005,0
19.27,0.032,-0.006,0
19.28,0.035,-0.005,0
19.29,0.032,-0.005,0
19.3,0.035,-0.005,0
19.31,0.032,-0.005,0
19.32,0.035,-0.005,0
19.33,0.035,-0.005,0
19.34,0.035,-0.004,0
19.35,0.032,-0.005,0
19.36,0.035,-0.005,0
19.37,0.032,-0.005,0
19.38,0.035,-0.005,0
19.39,0.032,-0.005,0
19.4,0.035,-0.005,0
19.41,0.032,-0.005,0
19.42,0.035,-0.006,0
19.43,0.032,-0.006,0
19.44,0.032,-0.005,0
19.45,0.032,-0.006,0
19.46,0.032,-0.005,0
19.47,0.032,-0.006,0
19.48,0.032,-0.006,0
19.49,0.035,-0.005,0
19.5,0.032,-0.006,0
19.51,0.032,-0.005,0
19.52,0.03,-0.007,0
19.53,0.032,-0.006,0
19.54,0.032,-0.006,0
19.55,0.032,-0.005,0
19.56,0.032,-0.005,0
19.57,0.032,-0.007,0
19.58,0.03,-0.007,0
19.59,0.032,-0.006,0
19.6,0.032,-0.006,0
19.61,0.032,-0.006,0
19.62,0.032,-0.007,0
19.63,0.03,-0.007,0
19.64,0.03,-0.007,0
19.65,0.03,-0.007,0
19.66,0.03,-0.006,0
19.67,0.03,-0.007,0
19.68,0.03,-0.007,0
19.69,0.032,-0.006,0
19.7,0.03,-0.006,0
19.71,0.027,-0.007,0
19.72,0.03,-0.007,0
19.73,0.027,-0.007,0
19.74,0.03,-0.006,0
19.75,0.03,-0.007,0
19.76,0.03,-0.006,0
19.77,0.027,-0.007,0
19.78,0.027,-0.007,0
19.79,0.027,-0.007,0
19.8,0.027,-0.007,0
19.81,0.025,-0.007,0
19.82,0.027,-0.006,0
19.83,0.027,-0.007,0
19.84,0.027,-0.007,0
19.85,0.027,-0.007,0
19.86,0.025,-0.007,0
19.87,0.027,-0.007,0
19.88,0.022,-0.007,0
19.89,0.027,-0.007,0
19.9,0.025,-0.007,0
19.91,0.025,-0.006,0
19.92,0.025,-0.007,0
19.93,0.025,-0.007,0
19.94,0.025,-0.007,0
19.95,0.027,-0.007,0
19.96,0.022,-0.006,0
19.97,0.025,-0.007,0
19.98,0.022,-0.007,0
19.99,0.025,-0.006,0
20,0.025,-0.006,0
20.01,0.025,-0.006,0
20.02,0.025,-0.006,0
20.03,0.025,-0.007,0
20.04,0.022,-0.007,0
20.05,0.025,-0.007,0
20.06,0.025,-0.006,0
20.07,0.022,-0.006,0
20.08,0.022,-0.006,0
20.09,0.02,-0.007,0
20.1,0.025,-0.007,0
20.11,0.022,-0.006,0
20.12,0.025,-0.006,0
20.13,0.025,-0.006,0
20.14,0.022,-0.006,0
20.15,0.02,-0.007,0
20.16,0.022,-0.006,0
20.17,0.02,-0.006,0
20.18,0.02,-0.006,0
20.19,0.02,-0.007,0
20.2,0.022,-0.007,0
20.21,0.022,-0.005,0
20.22,0.02,-0.005,0
20.23,0.02,-0.006,0
20.24,0.02,-0.006,0
20.25,0.022,-0.006,0
20.26,0.02,-0.006,0
20.27,0.02,-0.005,0
20.28,0.022,-0.006,0
20.29,0.02,-0.006,0
20.3,0.02,-0.007,0
20.31,0.018,-0.005,0
